Cited_App_nbr,in_degree,prio_year_cited,Shannon_Entropy
EP19890302754,1,1988,2.772588722239781
EP19790302390,1,1978,-0.0
EP19900402636,1,1989,1.3862943611198906
EP19900202568,1,1989,2.3978952727983707
EP19880311942,1,1987,1.7917594692280547
EP19850303302,3,1984,2.772588722239781
EP19900310632,1,1989,1.7917594692280547
EP19900870067,1,1989,-0.0
EP19900311194,1,1989,2.890371757896165
EP19900311721,1,1989,2.1972245773362196
EP19870300191,1,1986,-0.0
EP19890200803,1,1988,2.3025850929940455
EP19900123697,1,1989,2.484906649788001
EP19890110717,2,1988,3.526360524616162
EP19860305698,1,1985,-0.0
EP19830303845,1,1982,1.0986122886681096
EP19890306228,1,1988,3.091042453358315
EP19910300553,2,1990,3.1354942159291497
EP19830303423,1,1982,2.3978952727983707
EP19840308240,1,1983,1.6094379124341005
EP19900313384,1,1989,2.3025850929940455
EP19890305910,2,1988,2.70805020110221
EP19830302451,1,1982,-0.0
EP19900202012,1,1989,2.3978952727983707
EP19910302031,1,1990,2.70805020110221
EP19870302323,1,1986,1.7917594692280547
EP19900304027,1,1986,-0.0
EP19870307077,1,1986,-0.0
EP19870301431,1,1986,1.945910149055313
EP19890310994,2,1988,2.995732273553991
EP19900301477,2,1989,1.945910149055313
EP19900306942,1,1989,1.3862943611198906
EP19810106597,1,1980,2.0794415416798357
EP19900307998,2,1989,1.0986122886681096
EP19910201216,1,1990,2.890371757896165
EP19910304757,1,1990,2.890371757896165
EP19910304935,6,1990,2.70805020110221
EP19890312723,3,1988,3.3322045101752034
EP19910304962,1,1990,2.3978952727983707
EP19910304768,1,1990,1.3862943611198906
EP19910200560,1,1990,-0.0
EP19910306115,1,1990,1.6094379124341005
EP19910304604,3,1990,2.0794415416798357
EP19910201723,1,1990,2.1972245773362196
EP19800302726,2,1979,0.6931471805599453
EP19800302727,2,1979,0.6931471805599453
EP19830304203,1,1982,-0.0
EP19840303086,1,1983,0.6931471805599453
EP19840303090,1,1983,0.6931471805599453
EP19890311695,1,1988,-0.0
EP19900201099,1,1989,-0.0
EP19910303868,2,1990,2.639057329615258
EP19910306757,2,1990,1.7917594692280547
EP19900304250,1,1989,3.295836866004329
EP19910302397,1,1990,2.1972245773362196
EP19910309309,1,1990,2.70805020110221
EP19800303156,1,1979,2.564949357461537
EP19880303560,3,1987,3.5835189384561104
EP19900310332,4,1989,2.70805020110221
EP19910311252,2,1990,2.639057329615258
EP19860112386,4,1985,1.7917594692280547
EP19890302753,1,1988,2.3025850929940455
EP19900308729,1,1989,2.1972245773362196
EP19890302331,10,1988,1.0986122886681096
EP19890301117,1,1988,2.484906649788001
EP19900312263,3,1989,1.945910149055313
EP19850308928,1,1984,-0.0
EP19860301197,1,1985,-0.0
EP19860305524,1,1985,-0.0
EP19900305389,3,1989,2.1972245773362196
EP19920303870,1,1991,1.7917594692280547
EP19910308065,2,1990,0.6931471805599453
EP19880202602,1,1987,1.7917594692280547
EP19890202456,1,1988,1.7917594692280547
EP19910301933,1,1990,2.484906649788001
EP19920304409,1,1991,1.3862943611198906
EP19910304665,4,1990,1.945910149055313
EP19880301348,1,1987,1.0986122886681096
EP19920305703,6,1991,1.3862943611198906
EP19900301561,3,1989,2.3025850929940455
EP19860307962,1,1985,1.3862943611198906
EP19900313097,4,1989,2.1972245773362196
EP19900309502,2,1989,1.945910149055313
EP19920307053,3,1991,2.484906649788001
EP19910311505,1,1990,2.3978952727983707
EP19920300236,1,1991,2.1972245773362196
EP19920308657,1,1991,2.70805020110221
EP19890312270,7,1988,1.0986122886681096
EP19920308931,2,1991,0.6931471805599453
EP19920309461,2,1991,2.564949357461537
EP19910306940,3,1990,3.4965075614664802
EP19870305584,1,1986,-0.0
EP19860307459,1,1985,1.945910149055313
EP19920310092,1,1991,2.0794415416798357
EP19900313908,2,1989,2.0794415416798357
EP19890202954,1,1988,1.0986122886681096
EP19880311812,1,1988,-0.0
EP19920203445,2,1991,1.0986122886681096
EP19920201563,1,1991,1.3862943611198906
EP19790300824,1,1978,-0.0
EP19860309573,1,1985,1.0986122886681096
EP19890202834,1,1988,1.3862943611198906
EP19920201850,1,1991,2.0794415416798357
EP19910201645,1,1990,2.3025850929940455
EP19910402890,3,1990,1.945910149055313
EP19890122372,1,1988,2.70805020110221
EP19930200096,1,1992,2.890371757896165
EP19930301096,1,1992,-0.0
EP19880304007,2,1987,1.7917594692280547
EP19930301780,3,1992,2.1972245773362196
EP19930300270,5,1992,2.3978952727983707
EP19910309420,2,1990,2.772588722239781
EP19910311540,1,1990,2.1972245773362196
EP19910301785,1,1990,-0.0
EP19810201115,1,1980,-0.0
EP19900308960,2,1989,1.0986122886681096
EP19880307783,1,1987,-0.0
EP19800301906,1,1979,0.6931471805599453
EP19930109443,2,1992,3.044522437723422
EP19920202493,3,1991,2.9444389791664403
EP19920304819,2,1991,1.945910149055313
EP19930306569,1,1992,2.9444389791664403
EP19930308999,1,1992,2.1972245773362196
EP19920309169,4,1991,2.995732273553991
EP19880305895,2,1987,2.0794415416798357
EP19910106624,1,1988,2.1972245773362196
EP19870303819,1,1986,0.6931471805599453
EP19930309680,2,1992,2.9444389791664403
EP19900301135,1,1989,1.0986122886681096
EP19920402554,2,1991,2.0794415416798357
EP19930300449,2,1992,2.639057329615258
EP19920308148,2,1991,-0.0
EP19930303360,1,1992,-0.0
EP19940301513,1,1993,-0.0
EP19940302040,1,1993,2.639057329615258
EP19930301156,1,1992,3.1354942159291497
EP19910309700,1,1990,1.945910149055313
EP19940305195,1,1993,1.7917594692280547
EP19890308083,1,1988,2.3978952727983707
EP19910309646,1,1990,-0.0
EP19850308952,1,1984,1.0986122886681096
EP19830302895,1,1982,1.0986122886681096
EP19940309227,1,1993,1.0986122886681096
EP19960309089,2,1996,-0.0
EP19900300780,1,1989,2.639057329615258
EP19900314106,1,1989,1.7917594692280547
EP19890305745,1,1988,1.7917594692280547
EP19930108628,1,1992,4.174387269895637
EP19910309513,1,1990,1.6094379124341005
EP19920303918,1,1991,3.295836866004329
EP19950201085,1,1992,2.3025850929940455
EP19910203365,1,1990,1.3862943611198906
EP19950306253,1,1994,3.295836866004329
EP19830401431,1,1982,1.7917594692280547
EP19930303863,1,1992,1.945910149055313
EP19920309740,3,1991,2.3978952727983707
EP19950303508,1,1994,0.6931471805599453
EP19950120491,1,1988,3.3322045101752034
EP19880304868,1,1987,3.1354942159291497
EP19920301845,1,1991,1.0986122886681096
EP19840302409,1,1983,-0.0
EP19960107088,1,1991,0.6931471805599453
EP19910306904,1,1990,-0.0
EP19900301608,1,1989,1.6094379124341005
EP19920309969,1,1991,1.945910149055313
EP19820306165,1,1981,-0.0
EP19870304433,3,1986,1.6094379124341005
EP19930308029,5,1992,2.70805020110221
EP19860303916,1,1985,1.3862943611198906
EP19940401458,1,1993,0.6931471805599453
EP19940300279,1,1993,1.3862943611198906
EP19960918686,1,1995,0.6931471805599453
EP19890304248,1,1988,1.3862943611198906
EP19860310065,1,1986,1.3862943611198906
EP19920300726,1,1991,1.0986122886681096
EP19820302075,1,1981,1.0986122886681096
EP19890303987,1,1988,1.6094379124341005
EP19970303832,3,1996,2.639057329615258
EP19920306137,4,1991,2.890371757896165
EP19920308996,1,1991,2.1972245773362196
EP19930307692,1,1992,-0.0
EP19860305029,2,1985,1.945910149055313
EP19900312870,2,1989,2.484906649788001
EP19980304779,1,1997,2.772588722239781
EP19980304797,1,1997,3.091042453358315
EP19980304782,1,1997,2.833213344056216
EP19980304798,1,1997,2.70805020110221
EP19980304786,1,1997,3.2580965380214826
EP19980305244,1,1997,2.9444389791664403
EP19980300249,1,1997,1.945910149055313
EP19920100953,1,1991,2.3025850929940455
EP19920307504,3,1991,1.3862943611198906
EP19970200156,1,1996,3.091042453358315
EP19970200200,1,1996,3.2580965380214826
EP19900305248,1,1989,2.3025850929940455
EP19910911486,1,1990,3.401197381662155
EP19910303929,1,1990,1.945910149055313
EP19990307996,1,1998,2.564949357461537
EP19990308158,2,1998,3.044522437723422
EP19850307924,1,1984,1.0986122886681096
EP19990308156,6,1998,3.2580965380214826
EP19980309255,4,1997,2.564949357461537
EP19990303985,1,1998,2.639057329615258
EP20000308644,1,1999,2.0794415416798357
EP19900305202,1,1989,1.945910149055313
EP19880303760,3,1987,-0.0
EP19920302332,1,1991,-0.0
EP20000308854,1,1999,3.5553480614894135
EP19980203620,2,1998,3.091042453358315
EP19940119095,1,1993,-0.0
EP19890301751,1,1988,-0.0
EP19910311503,1,1990,-0.0
EP19950912222,1,1994,-0.0
EP19870302767,1,1986,2.890371757896165
EP19830303935,1,1982,-0.0
EP19950912320,1,1994,2.0794415416798357
EP19870300938,1,1986,-0.0
EP20000309364,1,1999,3.295836866004329
EP20020251367,1,2001,3.401197381662155
EP19970300495,1,1996,-0.0
EP19900302269,2,1989,3.044522437723422
EP20010900186,2,2000,2.70805020110221
EP20000309722,1,1999,4.812184355372416
EP19980203642,1,1998,3.295836866004329
EP20000309075,1,1999,3.5553480614894135
EP19880307394,5,1987,1.6094379124341005
EP20010302864,2,2000,0.6931471805599453
EP19960300390,1,1995,0.6931471805599453
EP20030006887,1,2002,1.0986122886681096
EP20020013425,2,2001,-0.0
EP19920201852,1,1991,-0.0
EP19960308185,1,1995,-0.0
EP19970302729,1,1996,-0.0
EP19930310599,1,1993,2.484906649788001
EP19920203262,2,1991,2.772588722239781
EP20020014069,3,2001,1.3862943611198906
EP20030018346,2,2002,-0.0
EP19940201456,1,1990,3.4657359027997265
EP19900309846,4,1989,2.1972245773362196
EP19990302129,1,1998,-0.0
EP19920302108,1,1991,-0.0
EP19910309596,3,1990,1.6094379124341005
EP20040022032,1,2003,-0.0
EP20030252200,2,2002,2.1972245773362196
EP19890311021,1,1988,1.945910149055313
EP19880301891,1,1987,-0.0
EP20020003204,1,1995,1.0986122886681096
EP20040254328,1,2004,1.6094379124341005
EP20030251574,1,2003,1.0986122886681096
EP19900200742,1,1989,-0.0
EP20050016921,1,2000,2.70805020110221
EP20030253447,4,2003,1.6094379124341005
EP20040253002,5,2003,1.3862943611198906
EP20060026271,1,2002,1.6094379124341005
EP20040743400,1,2003,2.3025850929940455
EP20040253032,1,2004,1.3862943611198906
EP19890302174,1,1988,1.6094379124341005
EP19900302195,1,1989,-0.0
EP20010308959,1,2000,3.4657359027997265
EP19920906335,1,1991,1.6094379124341005
EP19890910909,5,1988,2.0794415416798357
EP20030252201,1,2002,1.0986122886681096
EP20030252203,1,2002,1.3862943611198906
EP20030252204,1,2002,2.1972245773362196
EP20050775640,1,2004,1.3862943611198906
EP19900307236,5,1989,2.772588722239781
EP19980102990,3,1992,2.995732273553991
EP20060004831,3,2006,1.6094379124341005
EP19930306995,1,1992,-0.0
EP20050023905,1,2004,2.1972245773362196
EP19980305991,1,1997,1.3862943611198906
EP19890304572,1,1988,-0.0
EP20070118291,2,1997,1.0986122886681096
EP20060010364,1,2000,1.7917594692280547
EP20020014282,2,2001,-0.0
EP20060117054,3,2006,1.945910149055313
EP19930919489,1,1992,2.833213344056216
EP19880309842,1,1987,1.3862943611198906
EP20010967217,2,2000,-0.0
EP20060843122,1,2005,0.6931471805599453
EP20060843125,1,2005,0.6931471805599453
EP19970947810,11,1996,2.833213344056216
EP19840301996,26,1983,3.091042453358315
EP19850904274,7,1984,2.772588722239781
EP19940913174,4,1993,2.833213344056216
EP19960303856,1,1995,-0.0
EP20000985666,1,1999,2.3025850929940455
EP19820300416,22,1981,2.484906649788001
EP20060114490,1,2006,1.0986122886681096
EP19900309570,1,1989,1.3862943611198906
EP19960304888,1,1995,2.772588722239781
EP19900202569,1,1989,1.945910149055313
EP20060703945,1,2005,0.6931471805599453
EP19910201409,1,1990,-0.0
EP19880202098,1,1987,1.0986122886681096
EP19800303133,1,1979,0.6931471805599453
EP19950304958,1,1994,0.6931471805599453
EP19970932617,2,1996,1.6094379124341005
EP19900311107,14,1989,2.3025850929940455
EP19850300508,2,1984,-0.0
EP20010128984,2,1997,-0.0
EP20050254885,2,2005,-0.0
EP19920201136,1,1991,2.3978952727983707
EP19980966319,1,1997,-0.0
EP20030257403,1,2002,1.7917594692280547
EP20010966751,1,2000,2.890371757896165
EP20040011047,1,2000,2.833213344056216
EP20000308914,1,1999,2.484906649788001
EP20030010944,4,2003,0.6931471805599453
EP20040253034,1,2004,1.7917594692280547
EP20090153068,1,2009,1.3862943611198906
EP20010203352,2,1996,2.833213344056216
EP19880201376,1,1987,-0.0
EP20100007906,1,1997,1.0986122886681096
EP19980943527,1,1997,1.0986122886681096
EP20090006022,1,1997,1.0986122886681096
EP20100180667,1,2000,2.70805020110221
EP19950921033,1,1994,1.3862943611198906
EP19820304864,1,1981,1.3862943611198906
EP19920903535,2,1991,1.945910149055313
EP19940904295,1,1993,1.3862943611198906
EP19890306453,1,1988,2.70805020110221
EP19900304312,1,1989,2.1972245773362196
EP19900304313,1,1989,1.945910149055313
EP19880904580,1,1987,0.6931471805599453
EP19850107171,4,1984,-0.0
EP19980310350,6,1998,2.890371757896165
EP20010120610,2,1995,1.6094379124341005
EP19890303964,8,1988,1.7917594692280547
EP19920301558,1,1991,0.6931471805599453
EP19990947762,1,1998,3.4339872044851463
EP19840304477,1,1983,-0.0
EP20010202415,1,2000,0.6931471805599453
EP20090736271,1,2008,1.3862943611198906
EP20080737092,1,2007,1.6094379124341005
EP19920301465,5,1991,2.0794415416798357
EP19870907123,1,1986,2.564949357461537
EP19920921508,1,1992,2.0794415416798357
EP19840902027,2,1983,-0.0
EP20080829556,1,2007,-0.0
EP19920922609,3,1991,2.0794415416798357
EP19980940374,1,1997,1.945910149055313
EP20000971502,1,1999,1.0986122886681096
EP20000990049,1,1999,1.6094379124341005
EP20090162439,3,2009,-0.0
EP19870900856,3,1986,2.3978952727983707
EP19880906008,3,1987,2.3978952727983707
EP20090001755,1,2009,-0.0
EP20110173338,1,2006,-0.0
EP20090156856,1,2009,0.6931471805599453
EP19980922932,1,1997,1.6094379124341005
EP19990959535,1,1998,2.3025850929940455
EP20020254766,4,2001,-0.0
EP20060709712,1,2005,1.3862943611198906
EP20060119827,1,2006,1.945910149055313
EP19980957019,1,1997,0.6931471805599453
EP20040748975,2,2003,2.3025850929940455
EP20030784238,1,2002,1.0986122886681096
EP19920919846,3,1991,3.091042453358315
EP19890911831,1,1988,1.3862943611198906
EP19840301987,1,1983,-0.0
EP20090163865,1,2009,1.3862943611198906
EP20150172604,1,2010,1.6094379124341005
EP19990934933,2,1998,1.6094379124341005
EP19900917183,4,1989,2.564949357461537
EP20060709814,2,2005,-0.0
EP20100171298,1,2010,-0.0
EP20130173828,1,2012,1.0986122886681096
EP20020767701,1,2001,-0.0
EP20120154614,5,2011,1.0986122886681096
EP20120180488,1,2012,-0.0
EP20120180490,1,2012,-0.0
EP19950308080,1,1994,2.995732273553991
EP20040743090,2,2003,1.0986122886681096
EP20020080462,1,2001,1.3862943611198906
EP20110185628,2,2010,-0.0
EP20130154614,2,2012,0.6931471805599453
EP19890307926,1,1988,-0.0
EP19790901156,2,1978,-0.0
EP20140198959,1,2013,-0.0
EP20070075322,3,2007,-0.0
EP19890905449,1,1988,1.945910149055313
EP20100735038,2,2009,2.484906649788001
EP20010270349,1,2000,0.6931471805599453
EP19800300904,1,1979,1.6094379124341005
EP19920306509,1,1991,2.3025850929940455
EP19820102293,1,1979,1.6094379124341005
EP20060719306,1,2005,0.6931471805599453
EP20130187592,1,2012,1.3862943611198906
EP19780300201,1,1977,1.3862943611198906
EP20000958525,2,1999,2.3025850929940455
EP20130164430,1,2010,-0.0
EP20130163144,1,2012,-0.0
EP20140155565,1,2013,0.6931471805599453
EP19900313389,1,1989,-0.0
EP19810302411,1,1980,-0.0
EP19880308026,1,1987,0.6931471805599453
EP20140725498,1,2013,-0.0
EP20040768934,1,2003,0.6931471805599453
EP20000947546,2,1999,-0.0
EP19810901693,1,1981,-0.0
EP19880905970,2,1987,-0.0
EP19810901804,1,1980,-0.0
EP19830902536,1,1982,-0.0
EP19850902609,1,1984,-0.0
EP20040768166,1,2003,-0.0
EP19840902466,1,1984,-0.0
EP19860904252,2,1985,-0.0
EP19950925934,1,1994,2.1972245773362196
EP19860906870,1,1985,-0.0
EP19850903342,1,1984,0.6931471805599453
EP19860904264,1,1985,-0.0
EP19880905921,1,1987,-0.0
EP19940923003,2,1993,-0.0
EP19980954586,1,1997,-0.0
EP19880905951,1,1987,-0.0
EP19800901131,1,1979,-0.0
EP19880905940,2,1987,0.6931471805599453
EP19940926320,7,1993,-0.0
EP19960925915,1,1995,0.6931471805599453
EP19970931952,1,1996,-0.0
EP19910912858,1,1990,1.6094379124341005
EP19890908485,1,1988,2.833213344056216
EP19800902241,1,1979,-0.0
EP19890908441,1,1988,-0.0
EP19890907803,1,1988,-0.0
EP19850903330,1,1984,-0.0
EP19880905941,1,1987,-0.0
EP19900910807,1,1989,-0.0
EP19880907742,1,1987,-0.0
EP19890909012,1,1988,-0.0
EP19890908479,1,1988,-0.0
EP19870904296,1,1986,-0.0
EP19890908451,1,1988,-0.0
EP19870905243,1,1986,-0.0
EP19840902721,1,1983,-0.0
EP19880909592,1,1987,-0.0
EP19900911960,3,1989,-0.0
EP19910913600,2,1990,-0.0
EP19890908244,1,1988,-0.0
EP19880905931,1,1987,-0.0
EP19880905993,2,1987,-0.0
EP19960922576,1,1995,-0.0
EP19900909764,1,1989,-0.0
EP19880905974,1,1987,1.0986122886681096
EP19880906950,1,1987,-0.0
EP19900915805,1,1989,-0.0
EP19900917599,1,1989,-0.0
EP19900909471,1,1990,-0.0
EP19880905923,1,1987,-0.0
EP19900901860,1,1989,-0.0
EP19980935501,1,1997,1.3862943611198906
EP19910909447,1,1990,-0.0
EP19940928445,1,1993,-0.0
EP19910914017,1,1990,-0.0
EP19940924371,2,1993,-0.0
EP19980933651,2,1997,0.6931471805599453
EP19900911307,1,1989,1.7917594692280547
EP19910911833,1,1990,-0.0
EP19890912277,1,1988,-0.0
EP19900907355,3,1989,-0.0
EP19890910458,1,1988,-0.0
EP19930924741,1,1992,0.6931471805599453
EP19910917676,2,1990,-0.0
EP19920915612,1,1991,-0.0
EP19900913730,1,1989,-0.0
EP19950921925,5,1994,-0.0
EP19930913397,5,1992,-0.0
EP19910915144,4,1990,-0.0
EP19910913557,1,1990,-0.0
EP19910912586,1,1990,-0.0
EP19900909758,1,1989,-0.0
EP19910920852,4,1990,-0.0
EP19920901810,2,1990,-0.0
EP20070848413,1,2006,-0.0
EP20040766665,1,2003,-0.0
EP19920914202,3,1991,-0.0
EP19890908442,1,1988,-0.0
EP19920916464,1,1991,-0.0
EP19920915687,1,1991,-0.0
EP19890908847,1,1988,1.0986122886681096
EP19910910724,2,1990,-0.0
EP19900912098,1,1989,-0.0
EP19920918718,1,1991,-0.0
EP19910911832,1,1990,-0.0
EP19840903077,1,1983,-0.0
EP19900916346,1,1990,-0.0
EP19900901623,2,1989,-0.0
EP19980937672,1,1997,-0.0
EP19990929556,1,1998,-0.0
EP19880905937,1,1987,-0.0
EP19980936494,1,1997,2.3025850929940455
EP19910910902,1,1990,-0.0
EP19910901319,1,1990,-0.0
EP19890909409,2,1988,-0.0
EP19920915647,2,1991,-0.0
EP19910911920,1,1990,-0.0
EP19910913797,1,1991,-0.0
EP19940920929,1,1993,2.1972245773362196
EP19920915233,1,1991,1.3862943611198906
EP19930914852,1,1992,-0.0
EP19900900277,1,1988,-0.0
EP19910917669,1,1990,-0.0
EP19920901382,1,1990,-0.0
EP19920916658,1,1991,-0.0
EP19920909814,1,1991,-0.0
EP19910918884,1,1990,-0.0
EP19930915730,1,1992,-0.0
EP19920912516,1,1991,-0.0
EP19920924827,1,1991,-0.0
EP19940923697,1,1993,1.7917594692280547
EP19910915558,1,1990,-0.0
EP19920913791,1,1991,-0.0
EP19910916854,1,1990,-0.0
EP19920913502,1,1991,-0.0
EP19940918871,1,1993,-0.0
EP19930913430,1,1992,-0.0
EP19900912626,1,1989,-0.0
EP19900910842,1,1990,-0.0
EP19930913223,1,1992,-0.0
EP19880905920,1,1987,-0.0
EP19950924911,2,1994,0.6931471805599453
EP19930916828,1,1992,-0.0
EP20090748778,1,2008,1.7917594692280547
EP19930914889,1,1992,-0.0
EP19930914904,1,1992,-0.0
EP19930915736,1,1992,-0.0
EP19930910215,1,1992,1.7917594692280547
EP19940900260,1,1992,-0.0
EP19940914475,1,1993,-0.0
EP19950925062,1,1994,-0.0
EP19940919786,2,1993,-0.0
EP19950922672,1,1994,2.564949357461537
EP19940918940,2,1993,-0.0
EP19920915906,1,1991,-0.0
EP19920923116,1,1991,2.1972245773362196
EP19920922953,1,1991,-0.0
EP19930916082,1,1992,-0.0
EP19920921044,1,1991,-0.0
EP19890909011,1,1988,-0.0
EP19930920970,1,1992,-0.0
EP19940918432,1,1993,-0.0
EP19930921048,2,1992,2.1972245773362196
EP19960918753,1,1995,-0.0
EP19970940238,1,1996,0.6931471805599453
EP19940928450,1,1993,1.7917594692280547
EP19920917010,1,1991,-0.0
EP19980967078,2,1997,-0.0
EP19930914872,1,1992,-0.0
EP19930918049,1,1992,-0.0
EP19920918005,1,1991,2.0794415416798357
EP19940920985,1,1993,1.0986122886681096
EP19940916315,1,1993,-0.0
EP19930923630,1,1992,3.610917912644225
EP19940920965,1,1993,2.484906649788001
EP19930913220,1,1992,-0.0
EP19940918462,1,1993,-0.0
EP19910919969,1,1990,-0.0
EP19890908476,2,1988,-0.0
EP19890909806,1,1988,-0.0
EP19980937666,1,1997,-0.0
EP19940926300,1,1993,-0.0
EP19940919764,1,1993,-0.0
EP19970931939,1,1996,-0.0
EP19930913429,1,1992,-0.0
EP19950923431,1,1994,-0.0
EP19880908301,1,1987,-0.0
EP19940928478,1,1993,-0.0
EP19930923638,1,1992,-0.0
EP19950922659,1,1994,-0.0
EP19930913447,1,1992,-0.0
EP19940918475,1,1993,-0.0
EP19940919781,1,1993,-0.0
EP19920916631,1,1991,-0.0
EP19930913416,1,1992,-0.0
EP19940918465,1,1993,-0.0
EP19890909598,1,1988,-0.0
EP19930916095,1,1992,-0.0
EP19930916040,1,1992,-0.0
EP19890909008,1,1988,-0.0
EP20000943853,1,1999,2.0794415416798357
EP19930914854,1,1992,1.945910149055313
EP19940902043,1,1992,-0.0
EP19940930271,1,1993,-0.0
EP19950931297,1,1994,-0.0
EP19900910818,3,1989,-0.0
EP20010945471,1,2000,3.1780538303479453
EP19990973319,1,1998,-0.0
EP19920923939,1,1992,-0.0
EP19960922119,1,1995,-0.0
EP19940902883,1,1992,-0.0
EP19940917747,1,1993,-0.0
EP19950921055,2,1994,-0.0
EP19950927858,1,1994,-0.0
EP19950935509,1,1994,-0.0
EP19800901727,1,1979,-0.0
EP19940919745,1,1993,-0.0
EP19970930649,1,1996,1.945910149055313
EP19900912789,1,1989,-0.0
EP19910913244,1,1990,-0.0
EP20010949659,1,2000,-0.0
EP19970941124,2,1996,2.0794415416798357
EP19950922646,2,1994,-0.0
EP19920914359,1,1991,-0.0
EP19950936704,1,1994,-0.0
EP19950925067,1,1994,-0.0
EP19950924432,1,1994,-0.0
EP20050755563,2,2004,1.0986122886681096
EP20000940609,3,1999,-0.0
EP20000929741,2,1999,1.7917594692280547
EP20000937071,2,1999,-0.0
EP20080851879,1,2007,-0.0
EP19940918469,1,1993,-0.0
EP19900915504,1,1989,-0.0
EP19940922444,1,1993,-0.0
EP19940925375,1,1993,2.1972245773362196
EP20010943670,1,2000,-0.0
EP19930913436,1,1992,-0.0
EP19950901509,1,1993,2.484906649788001
EP19950941077,1,1994,0.6931471805599453
EP19910912840,1,1990,-0.0
EP19960920956,1,1995,-0.0
EP20020743359,1,2001,-0.0
EP20080701757,1,2007,-0.0
EP19960925701,1,1995,2.0794415416798357
EP19950929159,1,1994,-0.0
EP19950921936,1,1994,-0.0
EP19960920921,1,1995,1.0986122886681096
EP19950925919,1,1994,1.6094379124341005
EP20010940757,1,2000,2.3978952727983707
EP20010953173,1,2000,2.1972245773362196
EP19930917727,1,1992,2.484906649788001
EP19960924083,1,1995,1.3862943611198906
EP19960924082,2,1995,1.3862943611198906
EP19980935181,1,1997,1.945910149055313
EP20030809778,2,2002,-0.0
EP19950922602,1,1994,-0.0
EP19950925983,1,1994,-0.0
EP19960920987,1,1995,-0.0
EP19940918442,1,1993,-0.0
EP19960916243,1,1995,-0.0
EP19830900055,1,1981,-0.0
EP19950933544,1,1994,-0.0
EP19950939340,1,1994,-0.0
EP19950914441,1,1994,-0.0
EP19960920934,1,1995,-0.0
EP19950923466,1,1994,-0.0
EP19930924566,1,1992,-0.0
EP19960917603,1,1995,-0.0
EP19960918759,1,1995,-0.0
EP19970933780,1,1996,-0.0
EP19990926669,1,1998,1.6094379124341005
EP19950923460,1,1994,-0.0
EP19930916061,1,1992,-0.0
EP19950926445,2,1994,-0.0
EP19950927876,2,1994,-0.0
EP19920924795,1,1991,-0.0
EP19960925918,1,1995,-0.0
EP19930913438,1,1992,-0.0
EP19960928512,1,1995,-0.0
EP19950924461,1,1994,-0.0
EP19950900216,1,1993,-0.0
EP19950935533,1,1994,-0.0
EP19960927126,2,1995,-0.0
EP20000946209,1,1999,-0.0
EP19960922117,1,1995,-0.0
EP19940922942,1,1993,-0.0
EP19920922898,1,1991,-0.0
EP19960916234,1,1995,-0.0
EP19940921054,1,1993,-0.0
EP19970928378,1,1996,-0.0
EP19990951016,1,1998,-0.0
EP19960916233,1,1995,-0.0
EP19940917726,1,1993,-0.0
EP19960922135,1,1995,-0.0
EP19960943253,1,1995,1.6094379124341005
EP19950938521,1,1994,-0.0
EP19960927783,1,1995,-0.0
EP19950941795,1,1994,-0.0
EP19950937962,1,1994,-0.0
EP19920922235,1,1991,-0.0
EP19970928357,1,1996,1.0986122886681096
EP19960920962,1,1995,-0.0
EP19960930285,1,1995,-0.0
EP19970929377,1,1996,1.6094379124341005
EP19960928597,1,1995,-0.0
EP19960920993,1,1995,-0.0
EP19930916655,1,1992,-0.0
EP19900915520,1,1989,-0.0
EP19970943046,1,1996,-0.0
EP19980950221,1,1997,-0.0
EP19960922130,1,1995,-0.0
EP19950929166,1,1994,-0.0
EP19960931895,1,1995,2.484906649788001
EP19970933661,2,1996,1.945910149055313
EP20020774168,1,2001,2.70805020110221
EP19970943064,2,1996,-0.0
EP19980950215,1,1997,-0.0
EP19960933990,1,1995,-0.0
EP19960920950,1,1995,-0.0
EP19960922144,1,1995,1.3862943611198906
EP20000969119,1,1999,-0.0
EP19960927767,1,1995,-0.0
EP19950938525,1,1994,-0.0
EP19970931921,1,1996,-0.0
EP19970933776,1,1996,1.6094379124341005
EP19930921029,1,1992,-0.0
EP19920900235,1,1990,-0.0
EP19980935173,1,1997,-0.0
EP20070766440,1,2006,-0.0
EP20050825310,1,2004,-0.0
EP20080842704,1,2007,-0.0
EP19970930677,2,1996,-0.0
EP19960924996,1,1995,-0.0
EP19960943200,1,1995,-0.0
EP19950932087,1,1994,-0.0
EP19980930924,1,1997,-0.0
EP19970932034,1,1996,-0.0
EP20000942192,1,1999,-0.0
EP19960927775,1,1995,-0.0
EP19960918770,1,1995,-0.0
EP19950923479,1,1995,-0.0
EP19980935113,1,1997,-0.0
EP20010962709,1,2000,0.6931471805599453
EP19970943976,1,1996,1.0986122886681096
EP19990940288,1,1998,-0.0
EP19970935666,1,1996,3.6888794541139363
EP19980932352,1,1997,-0.0
EP19980935140,1,1997,-0.0
EP19970930634,1,1996,0.6931471805599453
EP19960934999,1,1995,-0.0
EP19950923487,1,1994,-0.0
EP19960933524,1,1996,-0.0
EP19980944099,1,1997,-0.0
EP19970928183,1,1996,-0.0
EP19970953721,1,1996,2.70805020110221
EP19980937667,1,1997,-0.0
EP19990928140,2,1998,-0.0
EP19960937466,1,1995,-0.0
EP19990928059,1,1998,-0.0
