Cited_App_nbr,in_degree,prio_year_cited,Shannon_Entropy
EP19980932428,1,1997,-0.0
EP19970930676,1,1996,-0.0
EP19980958354,1,1997,-0.0
EP19980932360,1,1997,-0.0
EP19970931962,1,1996,-0.0
EP19980934058,1,1997,-0.0
EP19970947162,1,1996,-0.0
EP19980942845,1,1997,0.6931471805599453
EP19990934946,3,1998,-0.0
EP20010945480,3,2000,-0.0
EP20010992592,3,2000,-0.0
EP20020745637,3,2001,-0.0
EP20020748814,2,2001,-0.0
EP19990928129,1,1998,3.1780538303479453
EP19980925836,1,1997,-0.0
EP19990929549,2,1998,-0.0
EP19980930880,1,1997,-0.0
EP19980930882,1,1997,-0.0
EP19960917583,1,1995,-0.0
EP20000943819,1,1999,1.7917594692280547
EP19990929512,1,1998,-0.0
EP19970949063,1,1996,-0.0
EP19970944989,1,1996,-0.0
EP19990928103,1,1998,-0.0
EP19990929561,1,1998,2.772588722239781
EP19990928078,1,1998,-0.0
EP19970947152,1,1997,-0.0
EP19990940320,1,1998,-0.0
EP19980944772,1,1997,2.1972245773362196
EP19930916121,1,1992,-0.0
EP20000941946,1,1999,-0.0
EP19990928094,1,1998,-0.0
EP19980935169,1,1997,-0.0
EP19990940294,3,1998,2.1972245773362196
EP19970911356,1,1996,-0.0
EP19990926660,1,1998,-0.0
EP20000943195,1,1999,2.890371757896165
EP19990928104,1,1998,-0.0
EP19980955809,1,1997,-0.0
EP19910919487,1,1990,1.6094379124341005
EP19990949237,1,1998,-0.0
EP20000900291,1,1999,-0.0
EP19920915331,1,1991,-0.0
EP20000946170,1,1999,3.1354942159291497
EP19920923918,1,1991,-0.0
EP19990936805,1,1998,-0.0
EP20000940592,1,1999,-0.0
EP19980935126,1,1997,2.3978952727983707
EP19990905145,1,1998,-0.0
EP19980938821,1,1997,-0.0
EP20000906190,1,1999,-0.0
EP20000942249,1,1999,2.0794415416798357
EP19990919371,1,1998,-0.0
EP19990941767,1,1998,1.3862943611198906
EP20000982717,1,1999,-0.0
EP19960924070,1,1995,-0.0
EP20000949697,1,1999,-0.0
EP20000940659,1,1999,-0.0
EP20000942180,1,1999,-0.0
EP19990923755,1,1998,-0.0
EP19990954175,1,1998,-0.0
EP20030753800,1,2002,-0.0
EP20000944101,1,1999,-0.0
EP19990928074,1,1998,-0.0
EP20000964424,1,1999,-0.0
EP20030766486,1,2002,-0.0
EP20090772803,1,2008,-0.0
EP20000951510,1,1999,1.0986122886681096
EP20010945515,1,2000,-0.0
EP19980933816,1,1997,1.3862943611198906
EP19970932908,1,1996,-0.0
EP19990947685,1,1998,-0.0
EP19980950223,1,1997,-0.0
EP20010945478,1,2000,-0.0
EP19950932833,1,1994,-0.0
EP20010940847,1,2000,-0.0
EP19990928138,1,1998,-0.0
EP19990932992,1,1998,-0.0
EP20000951715,1,1999,-0.0
EP19990954197,1,1998,1.6094379124341005
EP19990939520,1,1998,-0.0
EP20000964441,1,1999,-0.0
EP19990949270,1,1998,-0.0
EP19970936157,1,1996,-0.0
EP19970937700,1,1996,-0.0
EP19990934969,1,1998,-0.0
EP19970941119,1,1996,-0.0
EP19890909837,1,1988,-0.0
EP20000954715,1,1999,-0.0
EP19990934939,1,1998,-0.0
EP20010971760,2,2000,-0.0
EP20000989079,1,1999,-0.0
EP20010951724,1,2000,-0.0
EP19990959546,1,1998,-0.0
EP20010948661,1,2000,-0.0
EP19990950950,1,1998,-0.0
EP19990931378,1,1998,2.3025850929940455
EP20060808472,1,2005,1.0986122886681096
EP20000985482,1,1999,-0.0
EP20010978656,3,2000,-0.0
EP19990943064,1,1998,2.995732273553991
EP20010951789,1,2000,-0.0
EP19990936851,1,1998,-0.0
EP19920914072,1,1991,-0.0
EP20010946639,1,2000,-0.0
EP20000964444,1,1999,-0.0
EP20010949681,1,2000,-0.0
EP20000953320,1,1999,2.9444389791664403
EP20080762269,1,2007,-0.0
EP20010943674,1,2000,-0.0
EP20020745621,1,2001,-0.0
EP20020755111,1,2001,-0.0
EP19960935071,1,1995,-0.0
EP19990933016,1,1998,-0.0
EP19940924354,1,1993,-0.0
EP20010947608,1,2000,-0.0
EP19940926887,1,1993,1.6094379124341005
EP20010954145,1,2000,-0.0
EP20010965407,1,2000,-0.0
EP20000985537,1,1999,-0.0
EP20010943665,1,2000,-0.0
EP20010953213,1,2000,-0.0
EP20020770066,1,2001,-0.0
EP20010949684,1,2000,-0.0
EP20050775398,1,2004,-0.0
EP20000971521,1,1999,2.3025850929940455
EP20020743375,1,2001,-0.0
EP20010956718,1,2000,2.3025850929940455
EP20010954264,1,2000,3.4965075614664802
EP20020749066,1,2001,0.6931471805599453
EP20020730533,1,2001,3.091042453358315
EP20000977672,1,1999,-0.0
EP19970939022,1,1996,-0.0
EP19970935674,1,1996,-0.0
EP20000966101,1,1999,-0.0
EP20020740910,1,2001,-0.0
EP20020754700,1,2001,-0.0
EP20020780831,1,2001,-0.0
EP20030784298,1,2002,1.6094379124341005
EP20060820344,1,2005,-0.0
EP20000958779,1,1999,-0.0
EP20020755097,1,2001,-0.0
EP20020747552,1,2001,-0.0
EP20000968118,1,1999,-0.0
EP20010951797,1,2000,-0.0
EP19990942894,1,1998,1.6094379124341005
EP20040785723,1,2003,-0.0
EP20030763991,1,2002,-0.0
EP20040805893,1,2003,1.3862943611198906
EP20030760614,1,2002,-0.0
EP20030769654,1,2002,-0.0
EP20010960883,1,2000,-0.0
EP20040743898,1,2003,-0.0
EP19990956209,1,1998,1.0986122886681096
EP20030761711,2,2002,-0.0
EP20040743091,1,2003,-0.0
EP20020735627,1,2001,-0.0
EP20030740732,1,2002,-0.0
EP20030740804,1,2002,-0.0
EP20040735240,1,2003,-0.0
EP20020748990,1,2001,-0.0
EP20020749095,1,2001,-0.0
EP20040798623,3,2003,1.6094379124341005
EP20070822305,3,2006,-0.0
EP20030732758,1,2002,-0.0
EP20040743071,1,2003,-0.0
EP20040743213,1,2003,1.945910149055313
EP20040798502,1,2003,-0.0
EP20030773663,1,2002,-0.0
EP20030780355,1,2002,-0.0
EP19960944077,1,1995,1.945910149055313
EP20040743121,1,2003,-0.0
EP19930919528,1,1992,-0.0
EP19940902042,1,1992,-0.0
EP20050820569,1,2004,-0.0
EP20050787939,1,2004,-0.0
EP20030812216,1,2002,-0.0
EP20050759332,1,2004,-0.0
EP20040763339,1,2003,2.1972245773362196
EP20020747603,1,2001,-0.0
EP20050758982,1,2004,-0.0
EP19980940442,1,1997,-0.0
EP20050778390,1,2004,-0.0
EP20050755404,1,2004,-0.0
EP20030738310,1,2002,0.6931471805599453
EP20040768071,1,2003,-0.0
EP20040743026,1,2003,-0.0
EP19960931890,1,1995,-0.0
EP20070824317,2,2006,-0.0
EP20050750230,1,2004,-0.0
EP20050729727,1,2004,-0.0
EP20040768882,1,2003,-0.0
EP20060755671,1,2005,-0.0
EP20050784736,1,2004,-0.0
EP20010960882,1,2000,-0.0
EP20060744128,1,2005,-0.0
EP20050796199,1,2004,-0.0
EP20010949785,1,2000,-0.0
EP20050767600,1,2004,-0.0
EP20050782787,1,2004,-0.0
EP20040778528,1,2003,-0.0
EP20060755697,1,2005,-0.0
EP20070824897,1,2006,-0.0
EP20060777557,1,2005,-0.0
EP20070848538,1,2006,-0.0
EP20010978657,1,2000,-0.0
EP20060755647,1,2005,-0.0
EP20060777738,1,2005,-0.0
EP20080840400,1,2007,-0.0
EP20070848586,1,2007,-0.0
EP20060755644,1,2005,-0.0
EP20050755432,1,2004,-0.0
EP19910913479,1,1990,1.7917594692280547
EP20060794661,1,2005,-0.0
EP20060808453,1,2005,-0.0
EP20080806563,1,2007,1.3862943611198906
EP20020772628,1,2001,-0.0
EP20070765616,1,2006,1.6094379124341005
EP20060820394,1,2005,-0.0
EP20070733309,1,2006,-0.0
EP20070824459,1,2006,-0.0
EP20080774342,1,2007,-0.0
EP19890912001,1,1988,-0.0
EP20030795089,1,2002,-0.0
EP20080806764,1,2007,-0.0
EP20050790693,1,2004,-0.0
EP20060807780,1,2005,-0.0
EP20080803683,1,2007,-0.0
EP20050784568,1,2004,-0.0
EP20070804413,1,2006,-0.0
EP20060809557,1,2005,-0.0
EP20080806674,1,2007,-0.0
EP20080840483,1,2007,-0.0
EP20030810527,1,2002,1.0986122886681096
EP20060758074,1,2005,1.6094379124341005
EP20080849494,1,2007,1.3862943611198906
EP19990946377,1,1998,2.833213344056216
EP20070826821,1,2007,-0.0
EP20070848400,1,2006,-0.0
EP20080839560,1,2007,-0.0
EP20070766206,1,2006,-0.0
EP20090756353,1,2008,-0.0
EP20080806761,1,2007,-0.0
EP20020743450,1,2001,-0.0
EP19970947792,1,1996,-0.0
EP20100795750,1,2009,-0.0
EP20100787166,1,2009,-0.0
EP20100782603,1,2009,-0.0
EP20030748292,1,2002,-0.0
EP20110770480,1,2010,-0.0
EP20110804968,1,2010,1.0986122886681096
EP20100857768,1,2010,-0.0
EP20050748367,1,2004,-0.0
EP20110773127,1,2010,-0.0
EP20050820974,1,2004,-0.0
EP20110796769,1,2010,-0.0
EP20110776496,1,2010,-0.0
EP20120780270,1,2011,-0.0
EP20060779902,1,2005,-0.0
EP20110791249,1,2010,1.6094379124341005
EP19940923020,1,1993,-0.0
EP20120773352,1,2011,-0.0
EP20110801804,1,2010,-0.0
EP20120778739,1,2011,-0.0
EP20090768217,1,2008,-0.0
EP20090759691,1,2008,-0.0
EP20120788584,1,2011,-0.0
EP20140790564,1,2013,-0.0
EP20100784506,1,2010,-0.0
EP20100740696,1,2009,-0.0
EP20140781654,1,2013,-0.0
EP20130786718,1,2012,-0.0
EP20140799861,1,2013,-0.0
EP20130791857,1,2012,-0.0
EP20130733299,1,2013,-0.0
EP20150848932,1,2014,-0.0
EP20140746987,1,2013,-0.0
EP20130740355,1,2012,-0.0
EP20130789610,1,2012,-0.0
EP20150734640,1,2014,-0.0
EP20170717172,1,2016,-0.0
